Timestamp,MMSI,Latitude,Longitude,Navigational status,SOG,COG,Heading,Ship type,Name
25/12/2024 00:13:00,200000000,59.884349,24.61066,Under way using engine,15.4,100.2,100.2,Cargo,TRANSIT_00
25/12/2024 00:13:30,200000000,59.883968,24.614848,Under way using engine,15.1,99.5,99.5,Cargo,TRANSIT_00
25/12/2024 00:14:00,200000000,59.883624,24.618958,Under way using engine,15.9,97.5,97.5,Cargo,TRANSIT_00
25/12/2024 00:14:30,200000000,59.883337,24.62329,Under way using engine,16.1,98.9,98.9,Cargo,TRANSIT_00
25/12/2024 00:15:00,200000000,59.882993,24.627667,Under way using engine,15.6,99.2,99.2,Cargo,TRANSIT_00
25/12/2024 00:15:30,200000000,59.882646,24.631925,Under way using engine,16.1,97.3,97.3,Cargo,TRANSIT_00
25/12/2024 00:16:00,200000000,59.882361,24.636336,Under way using engine,15.3,97.7,97.7,Cargo,TRANSIT_00
25/12/2024 00:16:30,200000000,59.882077,24.640509,Under way using engine,15.4,96.3,96.3,Cargo,TRANSIT_00
25/12/2024 00:17:00,200000000,59.881842,24.644733,Under way using engine,15.8,98.7,98.7,Cargo,TRANSIT_00
25/12/2024 00:17:30,200000000,59.881508,24.64905,Under way using engine,15.6,99.0,99.0,Cargo,TRANSIT_00
25/12/2024 00:18:00,200000000,59.881168,24.653301,Under way using engine,16.0,98.2,98.2,Cargo,TRANSIT_00
25/12/2024 00:18:30,200000000,59.880849,24.657676,Under way using engine,16.0,97.5,97.5,Cargo,TRANSIT_00
25/12/2024 00:19:00,200000000,59.880559,24.662041,Under way using engine,15.6,97.0,97.0,Cargo,TRANSIT_00
25/12/2024 00:19:30,200000000,59.880294,24.66632,Under way using engine,15.3,97.4,97.4,Cargo,TRANSIT_00
25/12/2024 00:20:00,200000000,59.88002,24.670505,Under way using engine,15.6,98.7,98.7,Cargo,TRANSIT_00
25/12/2024 00:20:30,200000000,59.879691,24.674755,Under way using engine,16.0,98.0,98.0,Cargo,TRANSIT_00
25/12/2024 00:21:00,200000000,59.879382,24.679117,Under way using engine,16.1,98.7,98.7,Cargo,TRANSIT_00
25/12/2024 00:21:30,200000000,59.879047,24.683491,Under way using engine,15.6,97.9,97.9,Cargo,TRANSIT_00
25/12/2024 00:22:00,200000000,59.878751,24.687756,Under way using engine,15.1,97.9,97.9,Cargo,TRANSIT_00
25/12/2024 00:22:30,200000000,59.878463,24.691882,Under way using engine,15.3,95.8,95.8,Cargo,TRANSIT_00
25/12/2024 00:23:00,200000000,59.878248,24.696066,Under way using engine,15.9,96.5,96.5,Cargo,TRANSIT_00
25/12/2024 00:23:30,200000000,59.877998,24.700434,Under way using engine,15.6,96.6,96.6,Cargo,TRANSIT_00
25/12/2024 00:24:00,200000000,59.877747,24.704715,Under way using engine,15.6,100.0,100.0,Cargo,TRANSIT_00
25/12/2024 00:24:30,200000000,59.877372,24.708963,Under way using engine,15.4,99.1,99.1,Cargo,TRANSIT_00
25/12/2024 00:25:00,200000000,59.877034,24.713158,Under way using engine,15.4,97.7,97.7,Cargo,TRANSIT_00
25/12/2024 00:25:30,200000000,59.876748,24.717367,Under way using engine,16.1,97.5,97.5,Cargo,TRANSIT_00
25/12/2024 00:26:00,200000000,59.876456,24.721773,Under way using engine,16.0,95.4,95.4,Cargo,TRANSIT_00
25/12/2024 00:26:30,200000000,59.876248,24.726154,Under way using engine,15.6,98.4,98.4,Cargo,TRANSIT_00
25/12/2024 00:27:00,200000000,59.875934,24.730394,Under way using engine,15.8,95.8,95.8,Cargo,TRANSIT_00
25/12/2024 00:27:30,200000000,59.875711,24.734731,Under way using engine,15.9,97.2,97.2,Cargo,TRANSIT_00
25/12/2024 00:28:00,200000000,59.875435,24.739074,Under way using engine,16.4,98.0,98.0,Cargo,TRANSIT_00
25/12/2024 00:28:30,200000000,59.875117,24.743558,Under way using engine,15.4,97.6,97.6,Cargo,TRANSIT_00
25/12/2024 00:29:00,200000000,59.874833,24.74776,Under way using engine,15.9,98.3,98.3,Cargo,TRANSIT_00
25/12/2024 00:29:30,200000000,59.874517,24.75209,Under way using engine,16.1,100.0,100.0,Cargo,TRANSIT_00
25/12/2024 00:30:00,200000000,59.874127,24.756466,Under way using engine,16.4,98.5,98.5,Cargo,TRANSIT_00
25/12/2024 00:30:30,200000000,59.87379,24.760929,Under way using engine,15.5,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 00:31:00,200000000,59.873557,24.765185,Under way using engine,15.6,96.6,96.6,Cargo,TRANSIT_00
25/12/2024 00:31:30,200000000,59.873307,24.769465,Under way using engine,16.0,95.9,95.9,Cargo,TRANSIT_00
25/12/2024 00:32:00,200000000,59.873077,24.773863,Under way using engine,15.2,97.7,97.7,Cargo,TRANSIT_00
25/12/2024 00:32:30,200000000,59.872796,24.778016,Under way using engine,15.9,96.5,96.5,Cargo,TRANSIT_00
25/12/2024 00:33:00,200000000,59.872547,24.782374,Under way using engine,16.6,99.3,99.3,Cargo,TRANSIT_00
25/12/2024 00:33:30,200000000,59.872177,24.786886,Under way using engine,16.0,102.4,102.4,Cargo,TRANSIT_00
25/12/2024 00:34:00,200000000,59.871703,24.791182,Under way using engine,14.9,96.5,96.5,Cargo,TRANSIT_00
25/12/2024 00:34:30,200000000,59.871468,24.795272,Under way using engine,15.5,98.4,98.4,Cargo,TRANSIT_00
25/12/2024 00:35:00,200000000,59.871154,24.799488,Under way using engine,15.5,97.4,97.4,Cargo,TRANSIT_00
25/12/2024 00:35:30,200000000,59.870878,24.803737,Under way using engine,16.2,97.8,97.8,Cargo,TRANSIT_00
25/12/2024 00:36:00,200000000,59.870573,24.808165,Under way using engine,15.7,98.2,98.2,Cargo,TRANSIT_00
25/12/2024 00:36:30,200000000,59.87026,24.812455,Under way using engine,15.1,96.4,96.4,Cargo,TRANSIT_00
25/12/2024 00:37:00,200000000,59.870025,24.816595,Under way using engine,15.8,97.3,97.3,Cargo,TRANSIT_00
25/12/2024 00:37:30,200000000,59.869748,24.820906,Under way using engine,15.8,100.7,100.7,Cargo,TRANSIT_00
25/12/2024 00:38:00,200000000,59.869342,24.825197,Under way using engine,15.6,99.5,99.5,Cargo,TRANSIT_00
25/12/2024 00:38:30,200000000,59.868986,24.829435,Under way using engine,15.4,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 00:39:00,200000000,59.868755,24.833656,Under way using engine,16.6,96.9,96.9,Cargo,TRANSIT_00
25/12/2024 00:39:30,200000000,59.868477,24.838209,Under way using engine,16.1,96.8,96.8,Cargo,TRANSIT_00
25/12/2024 00:40:00,200000000,59.868214,24.842622,Under way using engine,16.2,96.6,96.6,Cargo,TRANSIT_00
25/12/2024 00:40:30,200000000,59.867954,24.847047,Under way using engine,15.7,98.6,98.6,Cargo,TRANSIT_00
25/12/2024 00:41:00,200000000,59.867629,24.851333,Under way using engine,15.5,97.9,97.9,Cargo,TRANSIT_00
25/12/2024 00:41:30,200000000,59.867332,24.855571,Under way using engine,15.6,98.7,98.7,Cargo,TRANSIT_00
25/12/2024 00:42:00,200000000,59.867005,24.859824,Under way using engine,15.3,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 00:42:30,200000000,59.866778,24.86401,Under way using engine,16.4,98.3,98.3,Cargo,TRANSIT_00
25/12/2024 00:43:00,200000000,59.866451,24.868489,Under way using engine,15.7,98.2,98.2,Cargo,TRANSIT_00
25/12/2024 00:43:30,200000000,59.866138,24.872783,Under way using engine,16.3,98.4,98.4,Cargo,TRANSIT_00
25/12/2024 00:44:00,200000000,59.865807,24.87723,Under way using engine,15.6,98.3,98.3,Cargo,TRANSIT_00
25/12/2024 00:44:30,200000000,59.865493,24.881491,Under way using engine,16.0,99.7,99.7,Cargo,TRANSIT_00
25/12/2024 00:45:00,200000000,59.865121,24.885828,Under way using engine,15.9,100.3,100.3,Cargo,TRANSIT_00
25/12/2024 00:45:30,200000000,59.864728,24.89013,Under way using engine,15.2,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 00:46:00,200000000,59.864501,24.894306,Under way using engine,16.5,100.5,100.5,Cargo,TRANSIT_00
25/12/2024 00:46:30,200000000,59.864085,24.898772,Under way using engine,15.6,97.7,97.7,Cargo,TRANSIT_00
25/12/2024 00:47:00,200000000,59.863794,24.903043,Under way using engine,15.3,100.2,100.2,Cargo,TRANSIT_00
25/12/2024 00:47:30,200000000,59.863417,24.907206,Under way using engine,16.0,96.7,96.7,Cargo,TRANSIT_00
25/12/2024 00:48:00,200000000,59.863159,24.911598,Under way using engine,15.8,97.4,97.4,Cargo,TRANSIT_00
25/12/2024 00:48:30,200000000,59.862877,24.915913,Under way using engine,15.9,97.8,97.8,Cargo,TRANSIT_00
25/12/2024 00:49:00,200000000,59.862579,24.920262,Under way using engine,15.8,100.1,100.1,Cargo,TRANSIT_00
25/12/2024 00:49:30,200000000,59.862194,24.924556,Under way using engine,15.0,99.0,99.0,Cargo,TRANSIT_00
25/12/2024 00:50:00,200000000,59.86187,24.928632,Under way using engine,15.5,97.9,97.9,Cargo,TRANSIT_00
25/12/2024 00:50:30,200000000,59.861575,24.93285,Under way using engine,15.4,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 00:51:00,200000000,59.861345,24.93708,Under way using engine,16.2,97.5,97.5,Cargo,TRANSIT_00
25/12/2024 00:51:30,200000000,59.861052,24.941495,Under way using engine,15.8,96.0,96.0,Cargo,TRANSIT_00
25/12/2024 00:52:00,200000000,59.860823,24.945826,Under way using engine,15.7,97.3,97.3,Cargo,TRANSIT_00
25/12/2024 00:52:30,200000000,59.860548,24.950107,Under way using engine,16.0,99.5,99.5,Cargo,TRANSIT_00
25/12/2024 00:53:00,200000000,59.860181,24.954457,Under way using engine,15.7,100.0,100.0,Cargo,TRANSIT_00
25/12/2024 00:53:30,200000000,59.859802,24.958726,Under way using engine,15.7,97.0,97.0,Cargo,TRANSIT_00
25/12/2024 00:54:00,200000000,59.859539,24.963021,Under way using engine,15.9,98.4,98.4,Cargo,TRANSIT_00
25/12/2024 00:54:30,200000000,59.859219,24.967346,Under way using engine,15.8,96.4,96.4,Cargo,TRANSIT_00
25/12/2024 00:55:00,200000000,59.858975,24.971681,Under way using engine,16.8,98.3,98.3,Cargo,TRANSIT_00
25/12/2024 00:55:30,200000000,59.858637,24.976261,Under way using engine,15.4,100.8,100.8,Cargo,TRANSIT_00
25/12/2024 00:56:00,200000000,59.858235,24.980443,Under way using engine,15.2,97.6,97.6,Cargo,TRANSIT_00
25/12/2024 00:56:30,200000000,59.857958,24.984597,Under way using engine,15.9,97.1,97.1,Cargo,TRANSIT_00
25/12/2024 00:57:00,200000000,59.857684,24.98895,Under way using engine,15.5,99.8,99.8,Cargo,TRANSIT_00
25/12/2024 00:57:30,200000000,59.857318,24.993159,Under way using engine,14.9,97.0,97.0,Cargo,TRANSIT_00
25/12/2024 00:58:00,200000000,59.857065,24.997243,Under way using engine,15.4,97.8,97.8,Cargo,TRANSIT_00
25/12/2024 00:58:30,200000000,59.856778,25.001439,Under way using engine,15.4,97.2,97.2,Cargo,TRANSIT_00
25/12/2024 00:59:00,200000000,59.856509,25.005661,Under way using engine,15.1,97.9,97.9,Cargo,TRANSIT_00
25/12/2024 00:59:30,200000000,59.856223,25.00978,Under way using engine,16.6,95.8,95.8,Cargo,TRANSIT_00
25/12/2024 01:00:00,200000000,59.85599,25.014343,Under way using engine,15.4,96.1,96.1,Cargo,TRANSIT_00
25/12/2024 01:00:30,200000000,59.855765,25.01855,Under way using engine,17.0,100.8,100.8,Cargo,TRANSIT_00
25/12/2024 01:01:00,200000000,59.855326,25.02314,Under way using engine,15.6,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 01:01:30,200000000,59.85509,25.027425,Under way using engine,16.5,98.5,98.5,Cargo,TRANSIT_00
25/12/2024 01:02:00,200000000,59.854752,25.031918,Under way using engine,15.7,96.5,96.5,Cargo,TRANSIT_00
25/12/2024 01:02:30,200000000,59.854505,25.036215,Under way using engine,16.0,99.2,99.2,Cargo,TRANSIT_00
25/12/2024 01:03:00,200000000,59.854152,25.040558,Under way using engine,15.7,97.4,97.4,Cargo,TRANSIT_00
25/12/2024 01:03:30,200000000,59.85387,25.044859,Under way using engine,15.7,95.9,95.9,Cargo,TRANSIT_00
25/12/2024 01:04:00,200000000,59.853645,25.049161,Under way using engine,15.9,97.6,97.6,Cargo,TRANSIT_00
25/12/2024 01:04:30,200000000,59.853353,25.0535,Under way using engine,16.0,97.2,97.2,Cargo,TRANSIT_00
25/12/2024 01:05:00,200000000,59.853077,25.057869,Under way using engine,15.9,99.5,99.5,Cargo,TRANSIT_00
25/12/2024 01:05:30,200000000,59.852713,25.062178,Under way using engine,15.8,98.5,98.5,Cargo,TRANSIT_00
25/12/2024 01:06:00,200000000,59.852388,25.066487,Under way using engine,15.5,98.0,98.0,Cargo,TRANSIT_00
25/12/2024 01:06:30,200000000,59.852089,25.070718,Under way using engine,15.8,98.5,98.5,Cargo,TRANSIT_00
25/12/2024 01:07:00,200000000,59.851767,25.075012,Under way using engine,16.4,101.1,101.1,Cargo,TRANSIT_00
25/12/2024 01:07:30,200000000,59.851327,25.079452,Under way using engine,15.5,98.6,98.6,Cargo,TRANSIT_00
25/12/2024 01:08:00,200000000,59.851007,25.083672,Under way using engine,16.3,96.3,96.3,Cargo,TRANSIT_00
25/12/2024 01:08:30,200000000,59.850758,25.088127,Under way using engine,16.0,98.4,98.4,Cargo,TRANSIT_00
25/12/2024 01:09:00,200000000,59.850435,25.092485,Under way using engine,16.2,95.4,95.4,Cargo,TRANSIT_00
25/12/2024 01:09:30,200000000,59.850225,25.096919,Under way using engine,15.3,98.7,98.7,Cargo,TRANSIT_00
25/12/2024 01:10:00,200000000,59.849903,25.1011,Under way using engine,15.9,97.3,97.3,Cargo,TRANSIT_00
25/12/2024 01:10:30,200000000,59.849624,25.105446,Under way using engine,15.7,98.1,98.1,Cargo,TRANSIT_00
25/12/2024 01:11:00,200000000,59.849318,25.109722,Under way using engine,15.7,97.8,97.8,Cargo,TRANSIT_00
25/12/2024 01:11:30,200000000,59.849021,25.114006,Under way using engine,16.4,98.2,98.2,Cargo,TRANSIT_00
25/12/2024 01:12:00,200000000,59.848696,25.118473,Under way using engine,15.7,94.2,94.2,Cargo,TRANSIT_00
25/12/2024 01:12:30,200000000,59.848539,25.122788,Under way using engine,15.9,98.3,98.3,Cargo,TRANSIT_00
25/12/2024 01:13:00,200000000,59.848222,25.127127,Under way using engine,15.1,97.4,97.4,Cargo,TRANSIT_00
25/12/2024 01:13:30,200000000,59.847951,25.13125,Under way using engine,16.5,98.5,98.5,Cargo,TRANSIT_00
25/12/2024 01:14:00,200000000,59.847613,25.135742,Under way using engine,16.1,95.7,95.7,Cargo,TRANSIT_00
25/12/2024 01:14:30,200000000,59.847391,25.140167,Under way using engine,15.8,97.5,97.5,Cargo,TRANSIT_00
25/12/2024 01:15:00,200000000,59.847105,25.144475,Under way using engine,15.7,96.4,96.4,Cargo,TRANSIT_00
25/12/2024 01:15:30,200000000,59.846862,25.148763,Under way using engine,16.0,100.0,100.0,Cargo,TRANSIT_00
25/12/2024 01:16:00,200000000,59.846479,25.153112,Under way using engine,16.3,100.6,100.6,Cargo,TRANSIT_00
25/12/2024 01:16:30,200000000,59.846064,25.157517,Under way using engine,16.5,98.7,98.7,Cargo,TRANSIT_00
25/12/2024 01:17:00,200000000,59.84572,25.16201,Under way using engine,16.1,98.7,98.7,Cargo,TRANSIT_00
25/12/2024 01:17:30,200000000,59.845383,25.166402,Under way using engine,15.8,97.6,97.6,Cargo,TRANSIT_00
25/12/2024 01:18:00,200000000,59.845095,25.170723,Under way using engine,16.2,97.0,97.0,Cargo,TRANSIT_00
25/12/2024 01:18:30,200000000,59.844823,25.175151,Under way using engine,16.1,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 01:19:00,200000000,59.844581,25.179563,Under way using engine,16.3,97.7,97.7,Cargo,TRANSIT_00
25/12/2024 01:19:30,200000000,59.844278,25.184004,Under way using engine,16.5,99.1,99.1,Cargo,TRANSIT_00
25/12/2024 01:20:00,200000000,59.843915,25.188498,Under way using engine,15.2,99.1,99.1,Cargo,TRANSIT_00
25/12/2024 01:20:30,200000000,59.843582,25.192624,Under way using engine,15.3,97.9,97.9,Cargo,TRANSIT_00
25/12/2024 01:21:00,200000000,59.84329,25.196807,Under way using engine,16.4,97.2,97.2,Cargo,TRANSIT_00
25/12/2024 01:21:30,200000000,59.843005,25.201289,Under way using engine,15.5,99.0,99.0,Cargo,TRANSIT_00
25/12/2024 01:22:00,200000000,59.84267,25.205512,Under way using engine,15.8,96.5,96.5,Cargo,TRANSIT_00
25/12/2024 01:22:30,200000000,59.842422,25.20984,Under way using engine,15.5,96.2,96.2,Cargo,TRANSIT_00
25/12/2024 01:23:00,200000000,59.842191,25.214092,Under way using engine,16.3,98.5,98.5,Cargo,TRANSIT_00
25/12/2024 01:23:30,200000000,59.841859,25.218523,Under way using engine,14.9,98.9,98.9,Cargo,TRANSIT_00
25/12/2024 01:24:00,200000000,59.841539,25.222572,Under way using engine,15.8,98.5,98.5,Cargo,TRANSIT_00
25/12/2024 01:24:30,200000000,59.841217,25.226885,Under way using engine,16.4,98.6,98.6,Cargo,TRANSIT_00
25/12/2024 01:25:00,200000000,59.840875,25.231364,Under way using engine,15.6,94.9,94.9,Cargo,TRANSIT_00
25/12/2024 01:25:30,200000000,59.840691,25.235634,Under way using engine,15.2,98.9,98.9,Cargo,TRANSIT_00
25/12/2024 01:26:00,200000000,59.840366,25.239762,Under way using engine,15.9,100.2,100.2,Cargo,TRANSIT_00
25/12/2024 01:26:30,200000000,59.839974,25.244085,Under way using engine,15.6,99.3,99.3,Cargo,TRANSIT_00
25/12/2024 01:27:00,200000000,59.839627,25.248317,Under way using engine,16.2,99.2,99.2,Cargo,TRANSIT_00
25/12/2024 01:27:30,200000000,59.839266,25.252729,Under way using engine,15.9,98.4,98.4,Cargo,TRANSIT_00
25/12/2024 01:28:00,200000000,59.838947,25.25706,Under way using engine,15.4,98.4,98.4,Cargo,TRANSIT_00
25/12/2024 01:28:30,200000000,59.838633,25.261271,Under way using engine,15.7,97.8,97.8,Cargo,TRANSIT_00
25/12/2024 01:29:00,200000000,59.838338,25.265566,Under way using engine,16.2,98.6,98.6,Cargo,TRANSIT_00
25/12/2024 01:29:30,200000000,59.838004,25.269978,Under way using engine,15.7,96.4,96.4,Cargo,TRANSIT_00
25/12/2024 01:30:00,200000000,59.83776,25.274289,Under way using engine,15.5,100.2,100.2,Cargo,TRANSIT_00
25/12/2024 01:30:30,200000000,59.837379,25.278491,Under way using engine,15.9,96.8,96.8,Cargo,TRANSIT_00
25/12/2024 01:31:00,200000000,59.837119,25.282835,Under way using engine,15.8,99.3,99.3,Cargo,TRANSIT_00
25/12/2024 01:31:30,200000000,59.836767,25.287131,Under way using engine,16.1,100.0,100.0,Cargo,TRANSIT_00
25/12/2024 01:32:00,200000000,59.836378,25.29151,Under way using engine,16.0,99.3,99.3,Cargo,TRANSIT_00
25/12/2024 01:32:30,200000000,59.836021,25.295865,Under way using engine,15.7,101.5,101.5,Cargo,TRANSIT_00
25/12/2024 01:33:00,200000000,59.835587,25.300108,Under way using engine,16.4,95.0,95.0,Cargo,TRANSIT_00
25/12/2024 01:33:30,200000000,59.835389,25.304619,Under way using engine,15.8,97.3,97.3,Cargo,TRANSIT_00
25/12/2024 01:34:00,200000000,59.835109,25.308947,Under way using engine,15.1,100.0,100.0,Cargo,TRANSIT_00
25/12/2024 01:34:30,200000000,59.834746,25.313059,Under way using engine,15.1,96.1,96.1,Cargo,TRANSIT_00
25/12/2024 01:35:00,200000000,59.834522,25.317211,Under way using engine,16.0,96.8,96.8,Cargo,TRANSIT_00
25/12/2024 01:35:30,200000000,59.834259,25.32158,Under way using engine,15.9,98.8,98.8,Cargo,TRANSIT_00
25/12/2024 00:00:00,200000001,59.823489,26.934495,Under way using engine,14.4,275.9,275.9,Tanker,TRANSIT_01
25/12/2024 00:00:30,200000001,59.823695,26.930543,Under way using engine,14.4,275.4,275.4,Tanker,TRANSIT_01
25/12/2024 00:01:00,200000001,59.823884,26.926581,Under way using engine,14.3,275.6,275.6,Tanker,TRANSIT_01
25/12/2024 00:01:30,200000001,59.824077,26.922645,Under way using engine,14.1,274.2,274.2,Tanker,TRANSIT_01
25/12/2024 00:02:00,200000001,59.824219,26.918779,Under way using engine,14.5,275.5,275.5,Tanker,TRANSIT_01
25/12/2024 00:02:30,200000001,59.824411,26.914811,Under way using engine,14.3,274.6,274.6,Tanker,TRANSIT_01
25/12/2024 00:03:00,200000001,59.824572,26.91087,Under way using engine,14.1,274.8,274.8,Tanker,TRANSIT_01
25/12/2024 00:03:30,200000001,59.824736,26.907001,Under way using engine,13.3,276.5,276.5,Tanker,TRANSIT_01
25/12/2024 00:04:00,200000001,59.824944,26.903348,Under way using engine,13.5,273.3,273.3,Tanker,TRANSIT_01
25/12/2024 00:04:30,200000001,59.825051,26.899622,Under way using engine,13.9,271.7,271.7,Tanker,TRANSIT_01
25/12/2024 00:05:00,200000001,59.825109,26.895802,Under way using engine,14.0,276.3,276.3,Tanker,TRANSIT_01
25/12/2024 00:05:30,200000001,59.825323,26.891961,Under way using engine,14.6,275.5,275.5,Tanker,TRANSIT_01
25/12/2024 00:06:00,200000001,59.825517,26.887964,Under way using engine,14.1,277.2,277.2,Tanker,TRANSIT_01
25/12/2024 00:06:30,200000001,59.825763,26.884106,Under way using engine,14.2,277.2,277.2,Tanker,TRANSIT_01
25/12/2024 00:07:00,200000001,59.826011,26.880231,Under way using engine,13.9,274.0,274.0,Tanker,TRANSIT_01
25/12/2024 00:07:30,200000001,59.826144,26.87641,Under way using engine,13.8,273.0,273.0,Tanker,TRANSIT_01
25/12/2024 00:08:00,200000001,59.826244,26.872617,Under way using engine,14.5,274.7,274.7,Tanker,TRANSIT_01
25/12/2024 00:08:30,200000001,59.826407,26.868646,Under way using engine,13.6,277.8,277.8,Tanker,TRANSIT_01
25/12/2024 00:09:00,200000001,59.826663,26.864937,Under way using engine,13.7,275.8,275.8,Tanker,TRANSIT_01
25/12/2024 00:09:30,200000001,59.826855,26.861175,Under way using engine,14.1,275.9,275.9,Tanker,TRANSIT_01
25/12/2024 00:10:00,200000001,59.827057,26.857314,Under way using engine,14.5,272.5,272.5,Tanker,TRANSIT_01
25/12/2024 00:10:30,200000001,59.827144,26.85332,Under way using engine,13.9,274.3,274.3,Tanker,TRANSIT_01
25/12/2024 00:11:00,200000001,59.827289,26.849493,Under way using engine,13.9,273.6,273.6,Tanker,TRANSIT_01
25/12/2024 00:11:30,200000001,59.82741,26.845677,Under way using engine,14.1,275.9,275.9,Tanker,TRANSIT_01
25/12/2024 00:12:00,200000001,59.827609,26.841822,Under way using engine,14.3,275.7,275.7,Tanker,TRANSIT_01
25/12/2024 00:12:30,200000001,59.827806,26.837906,Under way using engine,14.0,277.2,277.2,Tanker,TRANSIT_01
25/12/2024 00:13:00,200000001,59.828049,26.834078,Under way using engine,14.6,273.0,273.0,Tanker,TRANSIT_01
25/12/2024 00:13:30,200000001,59.828155,26.83007,Under way using engine,14.6,274.7,274.7,Tanker,TRANSIT_01
25/12/2024 00:14:00,200000001,59.828321,26.826065,Under way using engine,14.1,275.8,275.8,Tanker,TRANSIT_01
25/12/2024 00:14:30,200000001,59.828518,26.822203,Under way using engine,14.9,275.7,275.7,Tanker,TRANSIT_01
25/12/2024 00:15:00,200000001,59.828725,26.818113,Under way using engine,14.2,278.3,278.3,Tanker,TRANSIT_01
25/12/2024 00:15:30,200000001,59.82901,26.81425,Under way using engine,14.6,275.5,275.5,Tanker,TRANSIT_01
25/12/2024 00:16:00,200000001,59.829202,26.810254,Under way using engine,14.3,273.9,273.9,Tanker,TRANSIT_01
25/12/2024 00:16:30,200000001,59.829338,26.80633,Under way using engine,14.3,275.2,275.2,Tanker,TRANSIT_01
25/12/2024 00:17:00,200000001,59.829516,26.802416,Under way using engine,13.5,274.0,274.0,Tanker,TRANSIT_01
25/12/2024 00:17:30,200000001,59.829646,26.798704,Under way using engine,13.7,272.1,272.1,Tanker,TRANSIT_01
25/12/2024 00:18:00,200000001,59.829716,26.794934,Under way using engine,14.0,274.5,274.5,Tanker,TRANSIT_01
25/12/2024 00:18:30,200000001,59.829869,26.791082,Under way using engine,14.6,278.1,278.1,Tanker,TRANSIT_01
25/12/2024 00:19:00,200000001,59.830155,26.787105,Under way using engine,14.3,273.8,273.8,Tanker,TRANSIT_01
